dummy,Announced_Date,Target_Company,Target_Description,Target_City,Target_Website,Target_Sector,Target_Country,Bidder_Company,Bidder_Description,Bidder_Website,Bidder_Sector,Bidder_Country,Seller_Company,Seller_Description,Seller_Website,Seller_Sector,Seller_Country,Implied_Equity_Value_(m),Net_Debt_(m),Enterprise_Value_(m),Reported_Revenue_(m)_Y1,Reported_EBITDA_(m)_Y1,Reported_EBIT_(m)_Y1,Reported_Earnings_(m)_Y1,Reported_Revenue_Multiple_Y1,Reported_EBIT_Multiple_Y1,Reported_EBITDA_Multiple_Y1,Reported_PE_Multiple_Y1,Consideration,Deal_Description,Deal_Value_USD(m)
,25/10/23,JacPak Pty Ltd (100% Stake),"Company specializes in the manufacturing and distribution of packaging materials. Products include corrugated boxes, cartons, and other packaging supplies.",Melbourne,https://jacpak.com.au/,Manufacturing (other),Australia,IVE Group Limited,Australia-based provider of tailored communications solutions,http://ivegroup.com.au/,"Manufacturing (other),Media,Transportation",Australia,,,,,,22.197,,22.197,,,,,,,,,"Cash (USD 19.6602), Other (USD 2.5368)","IVE Group Ltd, the Australia based provider of commercial printing services for marketing communications, has acquired JacPak Pty Ltd, the local company specializes in the manufacturing and distribution of packaging materials. The consideration was 35m AUD, which consist of 31m AUD paid in cash, 4m AUD paid in earnout.",22.197
,25/10/23,Kimoto Industry Co Ltd (33.4% Stake),Fuel storage tank constructor. Solar power plants operator. Renewable energy: Solar.,,https://www.kimoto-industry.co.jp/,Construction,Japan,Toyo Kanetsu K.K.,Listed-Japan based company engaged in the manufacturing of petroleum tanks and other storage tanks,http://www.toyokanetsu.co.jp/,"Industrial products and services,Manufacturing (other)",Japan,,,,,,,,,,,,,,,,,,"Toyo Kanetsu Co Ltd, the Japan based manufactures crude oil tanks, gas tanks and other storage tanks, announced it has acquired 33.40% stake, or 11,130 shares in Kimoto Industry Co Ltd, the local fuel storage tank constructor. The terms of the deal were undisclosed.",
,25/10/23,Estie Inc,Software-E-Commerce company engaged with providing property searching platform and real state data analytics tool.,Tokyo,https://www.estie.co.jp/,Computer software,Japan,Development Bank of Japan Inc,Development bank. Governmental agency.,http://www.dbj.go.jp,"Financial Services,Government",Japan,,,,,,,,,,,,,,,,,,"Development Bank of Japan Inc, the Japan based development bank, has acquired some newly issued shares in Estie Inc, the local providing property searching platform and real state data analytics tool. The terms of the deal were undisclosed.",
,25/10/23,Arila Inc,Pleasure flight operator via helicopter. Travel agency.,,https://arila.co.jp/,Transportation,Japan,Hiroto Ooka (Private Individual),Private individual.,,Financial Services,Japan,,,,,,,,,,,,,,,,,,"Arila Inc, the Japan based pleasure flight operator via helicopter, has intended to place some newly issued shares on Mr. Hirot Ooka and some undisclosed private individuals. The terms of the deal were undisclosed.",
,25/10/23,Alyawmu Co Ltd,Manufacturer and retailer of character goods. NFT used website creator.,Sapporo,https://alyawmu.com/,Consumer: Other,Japan,JPYC Inc,Antique dealer.,https://jcam.co.jp/,Consumer: Retail,Japan,,,,,,,,,,,,,,,,,,"JPYC Inc, the Japan based antique dealer, has acquired some newly issued shares in Alyawmu Co Ltd, the local manufacturer and retailer of character goods. The terms of the deal were undisclosed.",
,25/10/23,Fez Inc,Software-E-Commerce company engaged with providing sales promotion platform system.,Tokyo,https://fez-inc.jp/,Computer software,Japan,NTT DOCOMO Ventures Inc,"Japan-based venture capital arm of NTT DOCOMO, Inc. engaged in managing corporate venture fund and venture support program.",http://www.nttdocomo-v.com/index.html,Financial Services,Japan,,,,,,,,,,,,,,,,,,"Fez Inc, the Japan based providing sales promotion platform system, announced it has intended to place some newly issued shares on NTT DOCOMO Ventures Inc, the local venture capital arm. The terms of the deal were undisclosed.",
,25/10/23,Gotoschool Co Ltd,After school day care service provider.,,https://www.lumo-by-animom.jp/,Services (other),Japan,United Inc (Japan),"Holding company with subsidiaries providing support services for Internet business and venture capital. .
.",http://united.jp,"Computer software,Financial Services,Media,Other",Japan,,,,,,,,,,,,,,,,,,"United Inc (Japan), the Japan based holding company with subsidiaries providing support services for Internet business and venture capital, announced it has acquired an additional some newly issued shares in Gotoschool Co Ltd, the local after school day care service provider. The terms of the deal were undisclosed.",
,25/10/23,Damstra Holdings Limited (100% Stake),Australia-based holding company engaged in providing workplace management solutions,South Yarra,https://damstra.thereachagency.com,Computer software,Australia,"Mitratech Holdings, Inc.","US-based provider of legal, risk and compliance software solutions",http://www.mitratech.com/,Computer software,USA,,,,,,49.0646,7.8552,56.9198,19.6017,-3.6099,-7.4793,-37.1271,3.0462,,,,Cash (USD 49.0646),"Mitratech Holdings Inc, the United States based software-Computer, Traditional & Other. Software company engaged with corporate legal automation applications is to acquire Damstra Holdings Ltd, the Australia based software-Computer, Traditional & Other. Software company engaged with developing workforce management and equipment & asset management software products. The consideration was 77.3646m AUD ($49.07m). Completion of the transaction is subject to a binding agreement. 10 Nov 23 - The offer has been withdrawn.",56.9198
,25/10/23,Metro Weather Co Ltd,Developer of 'Doppler Lidar' using remote sensing technology to measure remote wind direction and speed.,Kyoto,http://www.metroweather.jp,Industrial automation,Japan,Resona Capital Co Ltd; Senshu Ikeda Capital Co Ltd; Okasan Capital Partners Co Ltd; Kyoshin Social Capital Co Ltd,Japan-based venture capital firm.; Japan-based company engaged in venture capital investment.; Japan-based VC.; Japan-based venture capital firm.,http://www.resonacapital.co.jp; http://www.ikegin-c.jp/; http://okasancp.com/,Financial Services; Financial Services; Financial Services; Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 1.0050),"Metro Weather Co Ltd, the Japan based developer of 'Doppler Lidar' using remote sensing technology to measure remote wind direction and speed, announced it has secured Y150m ($1.0m) in a series A extension round by Senshu Ikeda Capital Co Ltd, Okasan Capital Partners Co Ltd, Resona Capital Co Ltd and Kyoshin Social Capital Co Ltd.",1.005
,25/10/23,Azul Energy Inc,Manufacturer of catalyst electrode material for sustainable energy.,Miyagi,https://www.azul-energy.co.jp/,Industrial automation,Japan,Spiral Capital Inc; Tohoku University Venture Partners Co Ltd; JMTC Capital Ltd; Sparkle Co Ltd,"Japan-based venture capital firm.; Japan-based venture capital firm.; Venture capital firm.; Software-Computer, Traditional & Others. Software company engaged with developing management platform system.",https://spiral-cap.com/; http://thvp.co.jp/; http://capital.jmtc.co.jp/#; http://sparkletech.co.jp/,Financial Services; Financial Services; Financial Services; Computer software,Japan,,,,,,,,,,,,,,,,,Cash (USD 2.2445),"Azul Energy Inc, the Japan based manufacturer of catalyst electrode material for sustainable energy, announced it has secured Y335m ($2.24m) in a series A1 round financing led by Spiral Capital Inc, Tohoku University Venture Partners Co Ltd, JMTC Capital Ltd and Sparkle Co Ltd.",2.2445
,25/10/23,TieUps Inc,"Software-Computer, Traditional & Other. Software company engaged with developing profile creating tool.",,https://tieups.com/,Computer software,Japan,Mitsubishi UFJ Capital Co Ltd; D.A.Consortium Inc.; SMBC Venture Capital Co Ltd; Mitsui Sumitomo Insurance Venture Capital Co Ltd; Shinsei Corporate Investment Ltd; GMO Pepabo Inc; Canal Ventures Co Ltd; Anobaka Inc; Ignitionpoint Venture Partners Inc,"Japan-based venture capital firm providing growth capital to early-stage companies. It focuses on the healthcare, biotech, IT, electronics and high-tech sectors. It seeks to invest mosly in Japan or companies with relevance to the Japanese market.; Japan-based company engaged in advertising business integrator builder specialized in media, operations and technology; Japan-based venture capital firm specializing in growth capital and buyout investments.; Japan-based venture capital firm, is a subsidiary of Mitsui Sumitomo Insurance Group Holdings, Inc. It invests in companies engaged in the biotechnology, healthcare, electronics, semiconductor, telecommunications, energy, new material, environment, real estate, construction, financial services, consumer products, consumer services, nanotechnology, IT services, manufacturing, and media sector.; Japan-based private equity and venture capital arm of Shinsei Bank.
The firm do buyout investments above JPY 1bn in domestic small and medium-sized companies with revenues between JPY 3bn and JPY 50bn and enterprise value between JPY 2bn and JPY 5bn. It also do preferred stock and mezzanine investments.
On the other hand, Shinsei Corporate Investment Limited makes minority investments in venture companies in the Pre-IPO stage, It also cooperates with outside business partners to do investments on specific industries or growth stages.
The firm created Femto Growth Capital LLP together with Mr. Tetsuya Isozaki to  manage the venture capital fund  Femto Growth Fund in April 2013.  The fund focuses  on early-stage IT companies with the amount of JPY 1.6 billion.
In September 2014, Shinsei Corpoeate Investment Limited and RC Partners Inc, a wholly-owned subsidiary of Reprocell Inc, a Japan-based biotech company, launched Cell Innovation Partners Limited, a venture capital firm focusing on stem cell/regenerative medicine related business. They raised a fund Cell Innovation Partners with the amount of JPY 1.0 billion in 2014.
The firm also co-established venture capital funds, gumi ventures fund I and gumi ventures fund II.  gumi ventures fund II focuses on mobile content companies with gumi, a mobile game developer, with the amount of JPY 2.0 billion in January 2015.
In March 2017, S.; Software-E-Commerce company focused on operating Web market for handmade work trading.; Venture capital firm.
.; Venture Capital Firm.; Venture capital firm.",http://www.mucap.co.jp; http://www.dac.co.jp/english/index.html; http://www.smbc-vc.co.jp/index.html; http://www.msivc.co.jp/index.html; http://www.shinsei-ci.com/; http://www.paperboy.co.jp; http://www.canal-v.com/; https://anobaka.jp/; https://www.vp.ignitionpoint-inc.com/,Financial Services; Media; Financial Services; Financial Services; Financial Services; Internet / ecommerce; Financial Services; Financial Services; Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 2.4790),"TieUps Inc, the Japan based developing profile creating tool, announced it has secured Y370m ($2.47m) in a series pre-A round financing led by Mitsui Sumitomo Insurance Venture Capital Co Ltd, Ignitionpoint Venture Partners Inc, Canal Ventures Co Ltd, Anobaka Inc, GMO Pepabo Inc, Shinsei Corporate Investment Ltd, DA-Consortium Inc – Digital Advertising Consortium, Mitsubishi UFJ Capital Co Ltd and SMBC Venture Capital Co Ltd.",2.479
,25/10/23,Research Institute for Computational Science Co Ltd - RICOS,"Software-Computer, Traditional & Other. Software company engaged with developing AI system.",Tokyo,https://www.ricos.co.jp/,Computer software,Japan,"Prometech Software, Inc.; University of Tokyo Edge Capital Partners Co Ltd; Drone Fund Inc; Mint Co Ltd; Joyo Capital Partners Co Ltd; U-Tokyo Entrepreneur Supporter's Club Incubation Fund Co Ltd",Japan based computer solutions provider; Japan-based venture capital firm engaged in seed stage technology focused investments associated with The University of Tokyo.; Tokyo-based venture capital firm.; Venture capital firm.; Open-end investment fund manager.; Open-end investment fund operator.,http://www.prometech.co.jp; http://www.ut-ec.co.jp; https://dronefund.vc/; https://mint-vc.com/; http://pdf.irpocket.com/C7167/mxGt/kv0T/mdH6.pdf; https://todaifund.com/,"Computer software; Financial Services; Computer software,Financial Services; Financial Services; Financial Services; Financial Services",Japan,,,,,,,,,,,,,,,,,Cash (USD 2.6800),"Research Institute for Computational Science Co Ltd - RICOS, the Japan based developing AI system, has intended to place some newly issued shares on University of Tokyo Edge Capital Partners Co Ltd, Joyo Capital Partners Co Ltd, Mint Co Ltd, Drone Fund Inc, U-Tokyo Entrepreneur Supporter’s Club Incubation Fund Co Ltd and Prometech Software Inc, for Y400m ($2.67m).",2.68
,25/10/23,BitStar Inc.,"Japan-based company engaged in marketing, production, media business",Tokyo,https://corp.bitstar.tokyo/company,Services (other),Japan,"AG Capital Co Ltd; Hakuhodo DY Media Partners Inc; KDDI Open Innovation Fund; JAPANET HOLDINGS Co., Ltd.; Adlib Tech Ventures Inc; Persol Venture Partners LLC","Japan based venture capital firm.; Japan based company engaged in media and content business; Japan-based fund of KDDI Corporation having interest in companies engaged in application software products, managed by Global Brain Corporation.; Japan-based holding company of JAPANET. ; Venture capital firm.; Venture capital firm.",http://www.nf-partners.co.jp; http://www.hakuhodody-media.co.jp/; http://www.globalbrains.co.jp/; https://corporate.japanet.co.jp/groups/japanetholings/; https://adlib-tech.co.jp/; https://vp.persol-group.co.jp/,Financial Services; Media; Financial Services; Media; Financial Services; Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 12.2610),"BitStar Inc, the Japan based company engaged in marketing, production, media business, has intended to place some newly issued shares on KDDI Open Innovation Fund, Hakuhodo DY Media Partners Inc, Persol Venture Partners LLC, Japanet Holdings Co Ltd, AG Capital Co Ltd, Adlib Tech Ventures Inc and some undisclosed private individual, for Y1.83bn ($12.22m).",12.261
,25/10/23,AlgaleX Inc,Seaweed based seasoning and supplement manufacturer.,,https://umamo.jp/,Consumer: Foods,Japan,Mitsubishi UFJ Capital Co Ltd; SMBC Venture Capital Co Ltd; Beyond Next Ventures Inc; Chiba Dojo Fund Co Ltd; Kemuri Ventures LLC,"Japan-based venture capital firm providing growth capital to early-stage companies. It focuses on the healthcare, biotech, IT, electronics and high-tech sectors. It seeks to invest mosly in Japan or companies with relevance to the Japanese market.; Japan-based venture capital firm specializing in growth capital and buyout investments.; Japan-based venture capital company.; Japan-based company engaged in venture capital investment.; Japan-based private equity firm.",http://www.mucap.co.jp; http://www.smbc-vc.co.jp/index.html; http://beyondnextventures.com; https://chiba-dojo.jp/; http://www.kemuriventures.co.jp/,Financial Services; Financial Services; Financial Services; Financial Services; Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 1.6750),"AlgaleX Inc, the Japan based seaweed based seasoning and supplement manufacturer, has secured Y250m ($1.67m) in a series pre-A round financing led by Chiba Dojo Fund Co Ltd, Beyond Next Ventures Inc, Kemuri Ventures LLC, Mitsubishi UFJ Capital Co Ltd, SMBC Venture Capital Co Ltd and some undisclosed private individuals.",1.675
,25/10/23,PtBio Inc,"Software-Computer, Traditional & Other. Software company engaged with developing genome analysis tool.",Hiroshima,https://www.pt-bio.com/,Computer software,Japan,FOOD & LIFE COMPANIES LTD.; SMBC Venture Capital Co Ltd; Hiroshima Venture Capital Co Ltd; Tsuneishi Capital Partners Co Ltd; Yanmar Ventures Co Ltd; Kobe University Capital Co Ltd,"Listed Japan-based holding company engaged in operating conveyor-belt sushi restaurant chain Sushiro.; Japan-based venture capital firm specializing in growth capital and buyout investments.; Japan-based venture capital firm.; Japan-based venture capital company specializing in seed, early stage, mid and late venture investments.; Venture capital firm.; Venture capital firm.",https://food-and-life.co.jp/company/profile/; http://www.smbc-vc.co.jp/index.html; http://www.h-vc.co.jp/; http://tsuneishi-cp.com; https://www.yanmar.com/jp/yvs/; https://kuc.vc/,Leisure; Financial Services; Financial Services; Financial Services; Financial Services; Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 3.3500),"PtBio Inc, the Japan based developing genome analysis tool, announced it has secured Y500m ($3.34m) in a series A round financing led by Tsuneishi Capital Partners Co Ltd, Kobe University Capital Co Ltd, Food & Life Companies Ltd, Yanmar Ventures Co Ltd, SMBC Venture Capital Co Ltd, Hiroshima Venture Capital Co Ltd and an undisclosed private individual.",3.35
,25/10/23,Jiangsu Xintongda Electronic Technology Co Ltd (75% Stake),China based automotive components maker.,Danyang,,Automotive,China,Jiangsu Smartwin Electronics Technology Co Ltd,A China-based privately held LDC display and other electronic products company in Jiangsu,,Computer: Semiconductors,China,Xu Suozhang (Private Individual),Private individual.,,Financial Services,China,,,,,,,,,,,,,"11 Oct 23 - Jiangsu Smartwin Electronics Technology Co Ltd, the China based lCD screens and modules manufacturer is reportedly in discussions to acquire a controlling stake in Jiangsu Xintongda Electronic Technology Co Ltd, the local automotive components maker. The terms of the deal were undisclosed. 25 Oct 23 - Agreement signed.",
,25/10/23,Jinan Wenrun Health Industrial Development Co Ltd (51% Stake),Company mainly engaged in providing health consultation services.,Jinan,,Services (other),China,Undisclosed Acquirer,Undisclosed Acquirer.,,,China,Jinan Culture & Tourism Investment Group Co Ltd,Investment company.,,Financial Services,China,87.7295,,87.7295,,,,,,,,,Cash (USD 44.7420),"Jinan Culture & Tourism Investment Group Co Ltd, the China based investment company, is reportedly seeking buyers for Jinan Wenrun Health Industrial Development Co Ltd, the China based company mainly engaged in providing health consultation services. The asking price was RMB327.3m ($44.98m). 25 Oct 23 - A China based undisclosed Acquirer has acquired 51% of Jinan Wenrun Health Industrial Development Co Ltd, the local company mainly engaged in providing health consultation services from Jinan Culture & Tourism Investment Group Co Ltd, the local investment company. The consideration was RMB 327.301m.",44.742
,25/10/23,Hubei Road & Bridge Group Co Ltd (66% Stake),Engaged in the construction of highway and bridges.,,,Construction,China,"Hubei United Development Investment Group; Hubei Construction Investment Group Co., Ltd.","China based company interested in companies having interest in construction sector; China based infrastructure construction company, and is fully owned by Hubei United Investment Group",http://www.hbslft.com/,Construction; Construction,China,"Wuhan East Lake High Technology Group Co., Ltd.","China-based SHSE-listed company headquartered in Wuhan, Hubei province, is engaged in construction projects,  park operation and environmental technology  businesses.",http://www.elht.com,"Construction,Industrial products and services",China,494.3809,,494.3809,1548.4493,,58.9753,46.1401,0.3384,8.8857,,11.3575,Cash (USD 326.2914),"29 Jun 23 - Hubei United Development Investment Group Co Ltd, the China based holding company with subsidiaries engaged in infrastructure construction, real estate development and chemical manufacturing, is planning to acquire Hubei Road & Bridge Group Co Ltd, the local company engaged in the construction of highway and bridges from Wuhan East Lake High Technology Group Co Ltd, the local infrastructure construction company. The terms of the deal were undisclosed. 25 Oct 23 - Definitive agreement signed. The consideration was RMB2.39bn ($326.3m). Hubei United Development Investment Group Co Ltd planned to conduct the transaction through its subsidiary Hubei Construction Investment Group Co Ltd, the local investment company.",326.2914
,24/10/23,Omega Financial Solutions Pty Ltd (100% Stake); Omega Accounting Solutions Pty Ltd (100% Stake),Financial consulatncy.; Financial and tax advisor.,Pyrmont; Pyrmont,,Financial Services,Australia,Focus Financial Partners Inc; Mediq Financial Services Pty Ltd,"Partnership of independent, fiduciary wealth management firms operating in the registered investment advisor (""RIA"") industry.; Australia-based company providing integrated wealth management and medical practice strategy services",https://focusfinancialpartners.com/; https://www.mediqfinancial.com.au/,"Financial Services,Services (other); Financial Services,Services (other)",USA,,,,,,,,,,,,,,,,,,"Focus Financial Partners Inc, the United States based partnership of independent, fiduciary wealth management firms operating in the registered investment advisor (""RIA"") industry through its subsidiary MEDIQ Financial Services Pty Ltd, the Australia based provider of wealth management and medical practice strategy services is to acquire Omega Accounting Solutions Pty Ltd, the Australia based financial and tax advisor. The terms of the deal were undisclosed. The transaction is subject to customary closing conditions and is expected to complete in the fourth quarter of 2023.",
,24/10/23,Shiftup Corp (4.1% Stake),Software-Gaming Platforms company engaged with mobile game development.,,http://www.shiftup.co.kr,Computer software,South Korea,Aceville Pte. Ltd.,Singapore-based internet service provider that has Tencent as its parent company.,,Internet / ecommerce,Singapore,Wemade Co Ltd,Software-Gaming Platforms company engaged with developing online games and mobile games.,http://corp.wemade.com,Computer software,South Korea,1451.5823,,1451.5823,,,,,,,,,Cash (USD 59.5149),"Aceville Pte Ltd, the Singapore based holding company engaged in magazine publishing has agreed to acquire 4.1% stake in Shiftup Corp, the South Korea based software-Gaming Platforms company engaged with mobile game development from Wemade Co Ltd, the South Korea based software-Gaming Platforms company engaged with developing online games and mobile games. The consideration is KRW 80bn (USD 59.51m). 3 Nov 23 - The transaction has been completed.",59.5149
,24/10/23,Dulacca Energy Pty Ltd (100% Stake),Wind farm operator. Renewable Energy: Wind.,,,Energy,Australia,OJRP Bidco Pty Ltd,Holding company for Energy & Infrastructure.,,Energy,Australia,,,,,,,,,,,,,,,,,,"OJRP Bidco Pty Ltd, the Australia based holding company for Energy & Infrastructure has acquired Dulacca Energy Project Finco Pty Ltd, the local wind farm operator. Renewable Energy: Wind. The terms of the deal were undisclosed.",
,24/10/23,Weijian Intelligent Packaging Technology (Shenzhen) Co Ltd,Company engaged in manufacturing of semiconductor component packaging and testing equipment.,Shenzhen,,Computer: Semiconductors,China,"Share Capital; Haitong Capital Investment Co., Ltd.","China-based venture capital firm. It focus on medical, healthcare, and internet industries.; China-based private equity firm specializing in buyouts. It seeks to invest in medical treatment, information technology, the Internet, energy, advanced manufacturing, and consumer-goods and -services companies. It prefers to invest in companies in mainland China and companies overseas that could expand in China",https://www.sharecapital.cn/; http://www.htcc.fund/,Financial Services; Financial Services,China,,,,,,,,,,,,,,,,,,"Weijian Intelligent Packaging Technology (Shenzhen) Co Ltd, the China based company engaged in manufacturing of semiconductor component packaging and testing equipment, has completed A+ funding round from Haitong Kaiyuan Investment Co Ltd, the China based China-based private equity firm, and Share Capital, the local venture capital firm. The terms of the deal were undisclosed.",
,24/10/23,General Engineering pcl (Precast manufacturing and distribution business) (100% Stake),Precast manufacturing and distribution business,,,Construction,Thailand,Inno Precast Co Ltd,Precast business operator.,,Construction,Thailand,General Engineering Public Company Limited,Listed Thailand-based company engaged in the manufacturing and selling of concrete products,http://www.gel.co.th,Construction,Thailand,24.3298,,24.3298,,,,,,,,,"Cash (USD 7.4372), Equity (USD 16.8926)","Inno Precast Co Ltd, the Thailand based precast business operator has acquired the local Precast manufacturing and distribution business from General Engineering pcl, the local manufacturer of prefabricated concrete products. The consideration was THB 880m ($24.33m), which consist of 611m THB paid in common shares, 269m THB paid in cash.",24.3298
,24/10/23,Fretlog (80% Stake),Indian logistics company.,Mumbai,,Transportation,India,Arkas Holding S.A,Turkey-based company engaged in providing marine transportation services,http://www.arkas.com.tr,Transportation,Turkey,,,,,,,,,,,,,,,,,,"ARKAS Holding SA, the Turkey based holding company engaged in shipping and port operations has acquired 80% of Fretlog, the India based logistics company. The terms of the deal were undisclosed.",
,24/10/23,AxSym Technology Pty Ltd (100% Stake),IT consultancy.,Canberra,https://www.axsym.com.au/,Computer software,Australia,SOCO Corp Ltd,"An Australian-based IT consultancy and Microsoft Gold Partner. Specialised in cloud solutions, business applications, enterprise information management, support services and integration projects.",https://soco.com.au,Computer software,Australia,,,,,,6.8009,,6.8009,,,,,,,,,"Cash (USD 2.7331), Equity (USD 1.9068), Other (USD 2.1610)","SOCO Corp Ltd, the Australia based an Australian-based IT consultancy and Microsoft Gold Partner, has agreed to acquire AxSym Technology Pty Ltd, the local IT consultancy. The consideration was AUD 10.7m (USD 6.8m), which consist of AUD 4.3m paid in cash, an issue of 10,714,753 shares valued at AUD 3m based on the closing share price of AUD 0.28 on the day prior to announcement, and up to AUD 3.4m paid in earnout. Completion is expected in Nov 2023. 24-Nov-23 - SOCO Corporation Ltd completed the acquisition of Axsym Technology Pty Ltd on November 2, 2023.",6.8009
,24/10/23,GAC Mitsubishi Motors Co Ltd (50% Stake),Automobile manufacturing company.,,,Automotive,China,"Guangzhou Automobile Group Co., Ltd.","China-based SHSE-listed and HKEx-listed company headquartered in Guangzhou, Guangdong province, is engaged in design and manufacturing of vehicle and parts",http://www.gagc.com.cn,Automotive,China,Mitsubishi Motors Corporation; Mitsubishi Corp,"Listed Japan-based company engaged in the development, production and sale of general and small-sized passenger vehicles, mini-vehicles, sport utility vehicles (SUVs), trucks and automobile parts, as well as the inspection and maintenance of new vehicles; Holding company with interest in diverse industries including petroleum and chemicals, natural gas, industrial materials, mineral resources, industrial infrastructure, automotive & mobility, food, consumer products, urban development, digital transformation and renewable energy.",http://www.mitsubishi-motors.co.jp; https://www.mitsubishicorp.com/,"Automotive; Automotive,Chemicals and materials,Consumer: Foods,Consumer: Other,Consumer: Retail,Energy,Industrial products and services,Mining,Other,Services (other),Utilities (other)",Japan,,,,,,,,,,,,,"Mitsubishi Motors Corp, the Japan based manufacturer of automobiles, agricultural machinery, industrial engines, component and replacement parts, announced it and Mitsubishi Corp, the Japan based general trading firm, will transfer the remaining 50% stake in GAC Mitsubishi Motors Co Ltd, the China based automobile manufacturer, to Guangzhou Automobile Group Co Ltd, the China based holding company with subsidiaries engaged in the production and sales of automobiles and parts. The terms of the deal were undisclosed.",
,24/10/23,Pony ai Inc,"Software-Computer, Traditional & Other. Software company engaged with autonomous driving technology solutions.",,http://www.pony.ai,Computer software,China,NEOM Investment Fund,Fund manegement company.,,Financial Services,Saudi Arabia,,,,,,,,,,,,,,,,,Cash (USD 100.0000),"NEOM Investment Fund, the Saudi Arabia based fund manegement company, has invested in the funding in Pony.ai Inc, the China based software company engaged with autonomous driving technology solutions. The consideration was $100m.",100
,24/10/23,Pengze Lize Jishan Water Co Ltd (49% Stake),Company mainly engaged in sewage treatment.,,,Utilities (other),China,Undisclosed Acquirer,Undisclosed Acquirer.,,,China,Pengze County Development & Construction Group Co Ltd,Infrastructure construction company. City-level SOE.,,Construction,China,16.3362,,16.3362,,,,,,,,,Cash (USD 8.0047),"A China based undisclosed acquirer has acquired 49% of Pengze Lize Jishan Water Co Ltd, the local company mainly engaged in sewage treatment from Pengze County Development & Construction Group Co Ltd, the local infrastructure construction company. City-level SOE. The consideration was RMB 58.56m ($8.03m).",8.0047
,24/10/23,Husk Power Systems,Renewable energy firm. Renewable Energy: Biomass.,,http://www.huskpowersystems.com/,Energy,India,Societe de Promotion & de Participation pour la Cooperation Economique SA - Proparco; Swedfund International AB; Shell Ventures BV; STOA SA; US International Development Finance Corp; FMO Ventures,"Development bank for private investment in developing countries.; Sweden-based company that offers risk capital and financial support in the form of equity, loans or guarantees as well as know-how for investments in Africa, Asia, Latin America and Eastern Europe (non-EU members)and invests between USD 3 million  and USD 15 million; Venture capital firm focusing on oil and gas technology companies.; France-based investment firm formed as a joint venture between Caisse des depots et consignation and Agence Française de Developpement; Development institution providing medium and long-term guarantees, insurance and finance to support US investment in emerging markets.; FMO Ventures is a venture capital arm of Netherlands Development Finance Company.",http://www.proparco.fr; http://www.swedfund.se; http://www.shelltechnologyventures.com; http://www.stoainfraenergy.com/; https://www.dfc.gov/,"Financial Services,Government; Financial Services; Financial Services; Financial Services; Financial Services,Government; Financial Services",France,,,,,,,,,,,,,,,,,Cash (USD 43.0000),"An investor group including STOA SA (Paris), the France based financial services provider, has acquired an undisclosed stake in Husk Power Systems, the India based renewable energy firm, as a part of a series D funding round. The consideration was $43m. US International Development Finance Corporation (DFC) and Proparco, as well as existing investors Shell Ventures, Swedfund and FMO, also participated in this funding round.",43
,24/10/23,Zhejiang Hongfeng Semiconductor New Material Co Ltd (56.25% Stake),Semiconductor material manufacturer.,,,Computer: Semiconductors,China,"Wenzhou Hongfeng Electrical Alloy Co., Ltd.","China-based SZSE-listed company headquartered in Wenzhou, Zhejiang Province, is engaged in R&D, production and sales of electrical contact composite materials, components and assemblies",http://wzhf.com/,Industrial: Electronics,China,,,,,,10.936,,10.936,,,,-0.2608,,,,,Cash (USD 6.1515),"Wenzhou Hongfeng Electrical Alloy Co Ltd, the China based manufacturer of multi-layer welding, high voltage contacts, silver graphite, and contactor, has acquired 56.25% of Zhejiang Hongfeng Semiconductor New Material Co Ltd, the local semiconductor material manufacturer, via capital injection. The consideration was RMB45m ($6.16m).",6.1515
,24/10/23,Gansu Esigma Biological Engineering Co Ltd (100% Stake),"China based company engaged in research and development, production, and sales of veterinary drugs and feed additives.",,,Medical: Pharmaceuticals,China,"Beijing Dabeinong Technology Group Co., Ltd.; Hebei Green Nonghua Crops Technology Co Ltd","China-based SZSE-listed company headquartered in Beijing, is engaged in manufacture and distribution of feed products, and the cultivation and promotion of seed products

; China based agricultural company.",http://www.dbn.com.cn,Agriculture; Chemicals and materials,China,Zhejiang Esigma Biotechnology Co Ltd,"China based company engaged in research and development, production, and sales of veterinary drugs and feed additives.",,Medical: Pharmaceuticals,China,13.0679,,13.0679,3.0589,,-2.0237,-2.0359,4.5284,,,,Cash (USD 13.0679),"Beijing Dabeinong Technology Group Co Ltd, the China based manufacturer of animal feeds has acquired Gansu Esigma Biological Engineering Co Ltd, the local company engaged in research and development, production, and sales of veterinary drugs and feed additives from Zhejiang Esigma Biotechnology Co Ltd, the local company engaged in research and development, production, and sales of veterinary drugs and feed additives. Beijing Dabeinong Technology Group conducted the transaction through its subsidiary Hebei Green Nonghua Crops Technology Co Ltd, the local agricultural company. The consideration was RMB95.6m ($13.08m).",13.0679
